po_id,supplier_id,component,po_date,promised_date,actual_date,quantity,unit_cost,po_value
PO001937,S0065,Sensor,2025-03-12,2025-04-30,2025-05-02,456,492.11,224402.16
PO001938,S0075,Aluminum,2025-12-06,2026-02-13,2026-02-23,1165,285.98,333166.7
PO001939,S0086,Semiconductor,2025-12-01,2026-02-10,2026-02-18,836,233.01,194796.36
PO001940,S0084,Motor Controller,2025-11-28,2025-12-20,2025-12-26,8687,494.52,4295895.24
PO001941,S0044,Motor Controller,2025-09-28,2025-11-14,2025-11-23,5276,335.67,1770994.92
PO001942,S0052,Tire,2025-09-12,2025-11-07,2025-11-12,7638,72.14,551005.32
PO001943,S0082,Aluminum,2025-04-22,2025-06-30,2025-07-04,5191,174.62,906452.42
PO001944,S0072,Tire,2025-12-30,2026-01-09,2026-01-13,601,361.25,217111.25
PO001945,S0035,Steel,2025-05-10,2025-07-16,2025-07-29,1495,437.01,653329.95
PO001946,S0062,Steel,2025-04-12,2025-06-29,2025-06-29,7188,469.38,3373903.44
PO001947,S0094,Battery Cell,2025-09-15,2025-12-07,2025-12-13,2132,589.44,1256686.08
PO001948,S0054,Tire,2025-10-03,2025-10-10,2025-10-15,3931,10.36,40725.16
PO001949,S0070,Infotainment Unit,2025-08-26,2025-10-01,2025-10-01,8899,135.46,1205458.54
PO001950,S0050,Motor Controller,2025-07-18,2025-09-16,2025-09-16,4906,98.62,483829.72
PO001951,S0029,Infotainment Unit,2025-07-28,2025-09-10,2025-09-25,2989,205.99,615704.11
PO001952,S0012,Steel,2025-11-07,2025-11-17,2025-11-29,243,217.48,52847.64
PO001953,S0005,Semiconductor,2025-02-14,2025-04-04,2025-04-15,4110,469.11,1928042.1
PO001954,S0079,Brake Assembly,2025-02-03,2025-03-24,2025-03-31,4011,344.16,1380425.76
PO001955,S0004,Steel,2025-09-15,2025-09-24,2025-10-08,3508,77.72,272641.76
PO001956,S0016,Wiring Harness,2025-06-02,2025-07-10,2025-07-11,241,130.48,31445.68
PO001957,S0032,Motor Controller,2025-11-02,2025-12-27,2025-12-27,7924,206.61,1637177.64
PO001958,S0096,Tire,2025-12-15,2026-01-14,2026-01-19,1372,322.03,441825.16
PO001959,S0016,Wiring Harness,2025-11-26,2026-01-03,2026-01-12,1034,236.9,244954.6
PO001960,S0037,Infotainment Unit,2025-12-05,2026-01-19,2026-01-20,5392,49.26,265609.92
PO001961,S0029,Infotainment Unit,2025-01-27,2025-03-12,2025-03-16,2783,327.98,912768.34
PO001962,S0047,Sensor,2025-05-12,2025-06-23,2025-07-01,1265,237.92,300968.8
PO001963,S0001,Brake Assembly,2025-05-06,2025-07-07,2025-07-07,5621,446.73,2511069.33
PO001964,S0047,Sensor,2025-11-10,2025-12-22,2025-12-31,7631,92.7,707393.7
PO001965,S0055,Battery Cell,2025-01-15,2025-01-23,2025-01-28,3245,270.2,876799.0
PO001966,S0075,Aluminum,2025-03-09,2025-05-17,2025-05-22,8463,297.82,2520450.66
PO001967,S0043,Infotainment Unit,2025-09-09,2025-11-13,2025-11-13,1960,310.71,608991.6
PO001968,S0042,Sensor,2025-09-21,2025-10-13,2025-10-17,999,541.08,540538.92
PO001969,S0021,Wiring Harness,2025-03-22,2025-04-07,2025-04-09,4208,599.53,2522822.24
PO001970,S0064,Steel,2025-07-20,2025-09-29,2025-10-08,5175,499.97,2587344.75
PO001971,S0083,Brake Assembly,2025-08-31,2025-11-06,2025-11-14,8975,162.19,1455655.25
PO001972,S0075,Aluminum,2025-09-14,2025-11-22,2025-11-24,2554,566.15,1445947.1
PO001973,S0006,Motor Controller,2025-11-05,2025-12-15,2025-12-22,1831,187.99,344209.69
PO001974,S0063,Motor Controller,2025-09-21,2025-12-02,2025-12-02,8566,297.68,2549926.88
PO001975,S0011,Sensor,2025-09-27,2025-10-31,2025-10-31,5561,396.63,2205659.43
PO001976,S0012,Steel,2025-09-17,2025-09-27,2025-09-29,5222,74.43,388673.46
PO001977,S0005,Semiconductor,2025-07-17,2025-09-04,2025-09-04,3210,37.03,118866.3
PO001978,S0055,Battery Cell,2025-05-05,2025-05-13,2025-05-13,446,261.16,116477.36
PO001979,S0018,Battery Cell,2025-06-29,2025-08-21,2025-08-25,4844,289.39,1401805.16
PO001980,S0085,Wiring Harness,2025-07-11,2025-09-27,2025-10-02,1508,576.34,869120.72
PO001981,S0065,Sensor,2025-04-19,2025-06-07,2025-06-07,8004,397.65,3182790.6
PO001982,S0074,Steel,2025-11-12,2026-01-01,2026-01-04,1113,101.85,113359.05
PO001983,S0076,Motor Controller,2025-10-30,2025-12-25,2025-12-31,4844,571.36,2767667.84
PO001984,S0017,Infotainment Unit,2025-08-11,2025-10-10,2025-10-12,7898,573.23,4527370.54
PO001985,S0089,Motor Controller,2025-04-01,2025-05-21,2025-05-31,3982,314.59,1252697.38
PO001986,S0061,Wiring Harness,2025-04-04,2025-06-19,2025-06-26,3324,19.5,64818.0
PO001987,S0060,Steel,2025-01-10,2025-03-03,2025-03-06,7199,568.99,4096159.01
PO001988,S0059,Battery Cell,2025-10-16,2025-12-04,2025-12-09,6966,25.43,177145.38
PO001989,S0090,Tire,2025-07-27,2025-10-19,2025-10-22,4706,464.06,2183866.36
PO001990,S0054,Tire,2025-09-10,2025-09-17,2025-09-20,7087,245.44,1739433.28
PO001991,S0006,Motor Controller,2025-02-22,2025-04-03,2025-04-08,8250,301.24,2485230.0
PO001992,S0089,Motor Controller,2025-01-21,2025-03-12,2025-03-19,4882,92.65,452317.3
PO001993,S0046,Wiring Harness,2025-08-19,2025-08-31,2025-09-02,659,543.66,358271.94
PO001994,S0075,Aluminum,2025-02-10,2025-04-20,2025-04-24,7193,534.44,3844226.92
PO001995,S0071,Infotainment Unit,2025-04-18,2025-04-28,2025-04-28,3630,469.56,1704502.8
PO001996,S0003,Aluminum,2025-03-04,2025-05-17,2025-05-24,8324,296.15,2465152.6
PO001997,S0036,Steel,2025-05-06,2025-06-08,2025-06-18,998,596.4,595207.2
PO001998,S0016,Wiring Harness,2025-04-05,2025-05-13,2025-05-19,4427,213.73,946182.71
PO001999,S0064,Steel,2025-12-16,2026-02-25,2026-03-01,4160,246.69,1026230.4
PO002000,S0094,Battery Cell,2025-12-27,2026-03-20,2026-03-20,4513,322.8,1456796.4
PO002001,S0053,Wiring Harness,2025-12-20,2026-03-11,2026-03-15,4629,122.89,568857.81
PO002002,S0076,Motor Controller,2025-03-18,2025-05-13,2025-05-13,7055,344.64,2431435.2
PO002003,S0075,Aluminum,2025-02-02,2025-04-12,2025-04-15,2560,372.54,953702.4
PO002004,S0068,Infotainment Unit,2025-04-05,2025-05-31,2025-06-01,2901,115.59,335326.59
PO002005,S0059,Battery Cell,2025-08-28,2025-10-16,2025-10-26,4662,195.46,911234.52
PO002006,S0078,Semiconductor,2025-11-17,2025-12-03,2025-12-09,1438,91.49,131562.62
PO002007,S0073,Motor Controller,2025-06-26,2025-08-24,2025-08-25,4030,562.62,2267358.6
PO002008,S0009,Tire,2025-07-10,2025-08-27,2025-08-30,72,526.43,37902.96
PO002009,S0024,Sensor,2025-01-08,2025-04-01,2025-04-06,2647,122.12,323251.64
PO002010,S0087,Brake Assembly,2025-11-06,2026-01-13,2026-01-25,7551,184.56,1393612.56
PO002011,S0100,Sensor,2025-05-28,2025-06-10,2025-06-20,5507,379.24,2088474.68
PO002012,S0013,Brake Assembly,2025-04-03,2025-06-20,2025-06-23,1922,167.65,322223.3
PO002013,S0068,Infotainment Unit,2025-11-16,2026-01-11,2026-01-15,6083,32.39,197028.37
PO002014,S0082,Aluminum,2025-02-18,2025-04-28,2025-05-02,7805,70.27,548457.35
PO002015,S0028,Sensor,2025-02-19,2025-04-19,2025-04-20,6549,519.89,3404759.61
PO002016,S0049,Steel,2025-04-01,2025-06-11,2025-06-16,3001,114.89,344784.89
PO002017,S0050,Motor Controller,2025-03-31,2025-05-30,2025-05-31,6266,298.86,1872656.76
PO002018,S0019,Sensor,2025-03-14,2025-03-27,2025-04-01,6179,88.41,546285.39
PO002019,S0044,Motor Controller,2025-05-14,2025-06-30,2025-07-04,4073,277.85,1131683.05
PO002020,S0085,Wiring Harness,2025-05-16,2025-08-02,2025-08-09,8368,309.83,2592657.44
PO002021,S0059,Battery Cell,2025-07-25,2025-09-12,2025-09-26,7762,567.45,4404546.9
PO002022,S0028,Sensor,2025-07-02,2025-08-30,2025-09-10,3154,105.53,332841.62
PO002023,S0087,Brake Assembly,2025-03-29,2025-06-05,2025-06-14,405,417.86,169233.3
PO002024,S0052,Tire,2025-11-09,2026-01-04,2026-01-04,6823,365.61,2494557.03
PO002025,S0017,Infotainment Unit,2025-06-11,2025-08-10,2025-08-14,6865,558.47,3833896.55
PO002026,S0023,Aluminum,2025-07-07,2025-09-17,2025-09-19,4400,450.76,1983344.0
PO002027,S0031,Battery Cell,2025-03-23,2025-05-14,2025-05-14,4880,101.76,496588.8
PO002028,S0025,Semiconductor,2025-10-29,2025-12-25,2025-12-31,2594,538.87,1397828.78
PO002029,S0060,Steel,2025-10-13,2025-12-04,2025-12-18,1329,320.7,426210.3
PO002030,S0074,Steel,2025-12-31,2026-02-19,2026-02-20,171,249.62,42685.02
PO002031,S0094,Battery Cell,2025-07-21,2025-10-12,2025-10-25,1682,423.98,713134.36
PO002032,S0095,Wiring Harness,2025-04-02,2025-05-13,2025-05-23,5629,464.38,2613995.02
PO002033,S0035,Steel,2025-11-11,2026-01-17,2026-01-21,8952,268.01,2399225.52
PO002034,S0004,Steel,2025-11-03,2025-11-12,2025-11-12,7184,365.62,2626614.08
PO002035,S0019,Sensor,2025-11-22,2025-12-05,2025-12-11,2881,367.06,1057499.86
PO002036,S0023,Aluminum,2025-09-27,2025-12-08,2025-12-08,6931,117.19,812243.89
PO002037,S0073,Motor Controller,2025-07-31,2025-09-28,2025-09-28,7054,397.52,2804106.08
PO002038,S0060,Steel,2025-06-06,2025-07-28,2025-08-03,2103,240.16,505056.48
PO002039,S0093,Aluminum,2025-04-02,2025-05-22,2025-06-04,8635,245.75,2122051.25
PO002040,S0081,Wiring Harness,2025-01-25,2025-04-12,2025-04-13,3960,272.42,1078783.2
PO002041,S0036,Steel,2025-12-24,2026-01-26,2026-01-26,3668,267.6,981556.8
PO002042,S0044,Motor Controller,2025-09-13,2025-10-30,2025-11-05,4446,576.13,2561473.98
PO002043,S0032,Motor Controller,2025-01-23,2025-03-19,2025-03-19,3276,219.93,720490.68
PO002044,S0066,Wiring Harness,2025-01-02,2025-01-24,2025-01-31,3226,580.24,1871854.24
PO002045,S0034,Semiconductor,2025-11-21,2026-01-02,2026-01-04,3813,167.86,640050.18
PO002046,S0059,Battery Cell,2025-06-04,2025-07-23,2025-07-27,7065,5.38,38009.7
PO002047,S0046,Wiring Harness,2025-06-29,2025-07-11,2025-07-11,8403,209.39,1759504.17
PO002048,S0061,Wiring Harness,2025-04-14,2025-06-29,2025-07-07,7896,485.85,3836271.6
PO002049,S0097,Infotainment Unit,2025-04-07,2025-05-06,2025-05-08,5730,595.73,3413532.9
PO002050,S0080,Infotainment Unit,2025-03-25,2025-04-07,2025-04-11,275,209.3,57557.5
PO002051,S0092,Aluminum,2025-07-29,2025-10-03,2025-10-09,818,534.3,437057.4
PO002052,S0009,Tire,2025-06-06,2025-07-24,2025-07-29,2624,179.61,471296.64
PO002053,S0014,Brake Assembly,2025-03-04,2025-05-04,2025-05-07,7853,216.8,1702530.4
PO002054,S0025,Semiconductor,2025-02-05,2025-04-03,2025-04-06,8920,483.91,4316477.2
PO002055,S0011,Sensor,2025-01-13,2025-02-16,2025-02-25,6533,139.02,908217.66
PO002056,S0001,Brake Assembly,2025-10-02,2025-12-03,2025-12-05,3564,205.22,731404.08
PO002057,S0091,Battery Cell,2025-11-30,2025-12-13,2025-12-17,3157,282.53,891947.21
PO002058,S0079,Brake Assembly,2025-02-20,2025-04-10,2025-04-17,6704,301.28,2019781.12
PO002059,S0068,Infotainment Unit,2025-09-05,2025-10-31,2025-10-31,7646,405.85,3103129.1
PO002060,S0029,Infotainment Unit,2025-09-25,2025-11-08,2025-11-12,6570,474.99,3120684.3
PO002061,S0070,Infotainment Unit,2025-04-28,2025-06-03,2025-06-08,4599,117.71,541348.29
PO002062,S0016,Wiring Harness,2025-05-13,2025-06-20,2025-06-20,8662,105.68,915400.16
PO002063,S0094,Battery Cell,2025-10-01,2025-12-23,2025-12-23,6608,521.36,3445146.88
PO002064,S0055,Battery Cell,2025-07-28,2025-08-05,2025-08-05,3411,176.32,601427.52
PO002065,S0034,Semiconductor,2025-02-18,2025-04-01,2025-04-04,6170,297.08,1832983.6
PO002066,S0095,Wiring Harness,2025-07-18,2025-08-28,2025-09-07,2090,230.72,482204.8
PO002067,S0054,Tire,2025-09-12,2025-09-19,2025-09-20,4448,299.88,1333866.24
PO002068,S0027,Wiring Harness,2025-01-05,2025-01-15,2025-01-23,2083,170.3,354734.9
PO002069,S0033,Battery Cell,2025-05-06,2025-07-22,2025-07-22,4241,553.55,2347605.55
PO002070,S0039,Wiring Harness,2025-09-10,2025-10-19,2025-10-28,2773,272.68,756141.64
PO002071,S0064,Steel,2025-09-05,2025-11-15,2025-11-21,6337,230.37,1459854.69
PO002072,S0034,Semiconductor,2025-11-26,2026-01-07,2026-01-09,1874,293.99,550937.26
PO002073,S0012,Steel,2025-07-11,2025-07-21,2025-07-26,564,357.3,201517.2
PO002074,S0028,Sensor,2025-04-24,2025-06-22,2025-06-26,5137,509.77,2618688.49
PO002075,S0010,Tire,2025-07-05,2025-08-23,2025-08-25,1511,295.7,446802.7
PO002076,S0095,Wiring Harness,2025-10-11,2025-11-21,2025-11-21,2881,397.03,1143843.43
PO002077,S0008,Infotainment Unit,2025-05-01,2025-05-26,2025-06-01,7943,505.25,4013200.75
PO002078,S0015,Motor Controller,2025-05-17,2025-07-02,2025-07-08,2516,422.79,1063739.64
PO002079,S0042,Sensor,2025-09-26,2025-10-18,2025-10-18,7860,78.67,618346.2
PO002080,S0021,Wiring Harness,2025-04-29,2025-05-15,2025-05-17,5726,487.35,2790566.1
PO002081,S0049,Steel,2025-12-11,2026-02-20,2026-02-20,202,148.38,29972.76
PO002082,S0067,Sensor,2025-07-11,2025-09-25,2025-09-25,4366,185.96,811901.36
PO002083,S0064,Steel,2025-08-25,2025-11-04,2025-11-11,6141,429.59,2638112.19
PO002084,S0032,Motor Controller,2025-01-08,2025-03-04,2025-03-04,517,579.07,299379.19
PO002085,S0018,Battery Cell,2025-11-09,2026-01-01,2026-01-04,4483,15.55,69710.65
PO002086,S0029,Infotainment Unit,2025-03-22,2025-05-05,2025-05-11,505,33.64,16988.2
PO002087,S0030,Infotainment Unit,2025-07-19,2025-08-13,2025-08-15,3041,153.75,467553.75
PO002088,S0021,Wiring Harness,2025-05-21,2025-06-06,2025-06-08,5646,204.03,1151953.38
PO002089,S0042,Sensor,2025-03-11,2025-04-02,2025-04-05,3320,58.16,193091.2
PO002090,S0029,Infotainment Unit,2025-03-23,2025-05-06,2025-05-11,6554,449.22,2944187.88
PO002091,S0028,Sensor,2025-02-15,2025-04-15,2025-04-15,6826,106.01,723624.26
PO002092,S0003,Aluminum,2025-07-11,2025-09-23,2025-09-25,644,411.78,265186.32
PO002093,S0023,Aluminum,2025-09-21,2025-12-02,2025-12-07,5853,597.88,3499391.64
PO002094,S0015,Motor Controller,2025-07-02,2025-08-17,2025-08-22,7923,517.8,4102529.4
PO002095,S0004,Steel,2025-12-07,2025-12-16,2025-12-16,7260,504.16,3660201.6
PO002096,S0014,Brake Assembly,2025-08-03,2025-10-03,2025-10-07,5472,202.82,1109831.04
PO002097,S0003,Aluminum,2025-04-05,2025-06-18,2025-06-22,2354,291.58,686379.32
PO002098,S0086,Semiconductor,2025-06-22,2025-09-01,2025-09-01,5678,453.8,2576676.4
PO002099,S0008,Infotainment Unit,2025-12-09,2026-01-03,2026-01-06,6288,284.62,1789690.56
PO002100,S0075,Aluminum,2025-10-01,2025-12-09,2025-12-09,7658,101.1,774223.8
PO002101,S0017,Infotainment Unit,2025-04-30,2025-06-29,2025-07-03,6307,347.78,2193448.46
PO002102,S0001,Brake Assembly,2025-06-17,2025-08-18,2025-08-18,6941,529.05,3672136.05
PO002103,S0089,Motor Controller,2025-08-10,2025-09-29,2025-10-05,2921,222.55,650068.55
PO002104,S0050,Motor Controller,2025-08-11,2025-10-10,2025-10-10,8193,178.5,1462450.5
PO002105,S0069,Tire,2025-02-17,2025-02-24,2025-03-01,4563,114.23,521231.49
PO002106,S0046,Wiring Harness,2025-08-06,2025-08-18,2025-08-20,8128,272.11,2211710.08
PO002107,S0068,Infotainment Unit,2025-11-25,2026-01-20,2026-01-28,2672,49.42,132050.24
PO002108,S0006,Motor Controller,2025-02-03,2025-03-15,2025-03-19,443,256.8,113762.4
PO002109,S0057,Motor Controller,2025-08-09,2025-08-17,2025-08-19,4055,327.07,1326268.85
PO002110,S0045,Wiring Harness,2025-08-01,2025-10-12,2025-10-15,1603,62.74,100572.22
PO002111,S0011,Sensor,2025-12-28,2026-01-31,2026-02-04,4349,334.09,1452957.41
PO002112,S0004,Steel,2025-04-09,2025-04-18,2025-04-22,4986,116.16,579173.76
PO002113,S0075,Aluminum,2025-10-09,2025-12-17,2025-12-24,1474,128.15,188893.1
PO002114,S0090,Tire,2025-11-21,2026-02-13,2026-02-19,3142,7.15,22465.3
PO002115,S0023,Aluminum,2025-07-23,2025-10-03,2025-10-05,2903,303.5,881060.5
PO002116,S0026,Motor Controller,2025-04-13,2025-06-06,2025-06-06,5706,521.93,2978132.58
PO002117,S0084,Motor Controller,2025-09-14,2025-10-06,2025-10-09,5848,365.6,2138028.8
PO002118,S0083,Brake Assembly,2025-07-06,2025-09-11,2025-09-13,1708,205.08,350276.64
PO002119,S0077,Infotainment Unit,2025-09-07,2025-10-26,2025-10-26,5921,95.86,567587.06
PO002120,S0093,Aluminum,2025-01-04,2025-02-23,2025-03-02,5923,102.36,606278.28
PO002121,S0071,Infotainment Unit,2025-11-22,2025-12-02,2025-12-04,6719,188.53,1266733.07
PO002122,S0055,Battery Cell,2025-10-31,2025-11-08,2025-11-11,704,105.33,74152.32
PO002123,S0069,Tire,2025-05-31,2025-06-07,2025-06-17,3434,103.43,355178.62
PO002124,S0039,Wiring Harness,2025-05-03,2025-06-11,2025-06-14,7772,374.53,2910847.16
PO002125,S0063,Motor Controller,2025-10-19,2025-12-30,2026-01-04,7782,49.41,384508.62
PO002126,S0087,Brake Assembly,2025-03-15,2025-05-22,2025-05-28,2185,164.47,359366.95
PO002127,S0010,Tire,2025-06-04,2025-07-23,2025-07-23,1639,238.05,390163.95
PO002128,S0090,Tire,2025-09-17,2025-12-10,2025-12-14,376,220.74,82998.24
PO002129,S0099,Wiring Harness,2025-07-23,2025-08-18,2025-08-25,1961,486.79,954595.19
PO002130,S0063,Motor Controller,2025-08-21,2025-11-01,2025-11-06,6324,86.75,548607.0
PO002131,S0030,Infotainment Unit,2025-10-22,2025-11-16,2025-11-19,6863,402.55,2762700.65
PO002132,S0020,Steel,2025-03-12,2025-05-20,2025-05-24,3009,590.68,1777356.12
PO002133,S0094,Battery Cell,2025-01-14,2025-04-07,2025-04-07,262,503.83,132003.46
PO002134,S0027,Wiring Harness,2025-05-11,2025-05-21,2025-05-23,4680,101.83,476564.4
PO002135,S0012,Steel,2025-05-12,2025-05-22,2025-05-23,438,403.63,176789.94
PO002136,S0081,Wiring Harness,2025-05-15,2025-07-31,2025-08-04,8825,27.13,239422.25
PO002137,S0002,Tire,2025-10-21,2025-11-02,2025-11-02,3365,54.66,183930.9
PO002138,S0017,Infotainment Unit,2025-12-27,2026-02-25,2026-02-25,6496,72.47,470765.12
PO002139,S0074,Steel,2025-09-27,2025-11-16,2025-11-16,7338,410.12,3009460.56
PO002140,S0081,Wiring Harness,2025-04-03,2025-06-19,2025-06-21,7255,553.39,4014844.45
PO002141,S0100,Sensor,2025-10-02,2025-10-15,2025-10-21,2260,159.9,361374.0
PO002142,S0057,Motor Controller,2025-11-13,2025-11-21,2025-11-29,1750,440.75,771312.5
PO002143,S0093,Aluminum,2025-09-27,2025-11-16,2025-11-16,8993,247.34,2224328.62
PO002144,S0040,Motor Controller,2025-12-26,2026-01-02,2026-01-10,6367,426.57,2715971.19
PO002145,S0073,Motor Controller,2025-04-25,2025-06-23,2025-07-02,1820,507.23,923158.6
PO002146,S0045,Wiring Harness,2025-02-06,2025-04-19,2025-04-23,2506,504.85,1265154.1
PO002147,S0072,Tire,2025-03-15,2025-03-25,2025-03-26,3082,545.39,1680891.98
PO002148,S0087,Brake Assembly,2025-03-19,2025-05-26,2025-06-01,6649,521.38,3466655.62
PO002149,S0038,Brake Assembly,2025-01-08,2025-02-01,2025-02-08,1192,149.15,177786.8
PO002150,S0064,Steel,2025-06-27,2025-09-06,2025-09-13,6325,459.46,2906084.5
PO002151,S0071,Infotainment Unit,2025-05-04,2025-05-14,2025-05-20,8315,587.0,4880905.0
PO002152,S0071,Infotainment Unit,2025-01-03,2025-01-13,2025-01-14,7520,316.88,2382937.6
PO002153,S0067,Sensor,2025-01-10,2025-03-27,2025-04-02,4722,497.23,2347920.06
PO002154,S0069,Tire,2025-11-14,2025-11-21,2025-11-25,2034,414.07,842218.38
PO002155,S0003,Aluminum,2025-10-11,2025-12-24,2025-12-24,3221,115.12,370801.52
PO002156,S0064,Steel,2025-12-11,2026-02-20,2026-02-20,2776,13.8,38308.8
PO002157,S0020,Steel,2025-09-10,2025-11-18,2025-11-18,6645,326.12,2167067.4
PO002158,S0056,Tire,2025-08-09,2025-09-27,2025-09-29,6926,200.27,1387070.02
PO002159,S0018,Battery Cell,2025-12-31,2026-02-22,2026-02-23,1491,179.61,267798.51
PO002160,S0044,Motor Controller,2025-09-16,2025-11-02,2025-11-02,3535,215.06,760237.1
PO002161,S0075,Aluminum,2025-04-08,2025-06-16,2025-06-29,2011,43.59,87659.49
PO002162,S0030,Infotainment Unit,2025-09-08,2025-10-03,2025-10-03,1033,540.85,558698.05
PO002163,S0018,Battery Cell,2025-08-30,2025-10-22,2025-10-28,8574,80.03,686177.22
PO002164,S0088,Motor Controller,2025-06-24,2025-08-17,2025-08-19,4726,564.7,2668772.2
PO002165,S0075,Aluminum,2025-01-08,2025-03-18,2025-03-29,5105,128.33,655124.65
PO002166,S0059,Battery Cell,2025-01-21,2025-03-11,2025-03-20,702,534.1,374938.2
PO002167,S0035,Steel,2025-10-28,2026-01-03,2026-01-11,7823,258.03,2018568.69
PO002168,S0046,Wiring Harness,2025-04-30,2025-05-12,2025-05-16,6100,53.56,326716.0
PO002169,S0062,Steel,2025-07-31,2025-10-17,2025-10-27,4368,61.18,267234.24
PO002170,S0058,Motor Controller,2025-01-18,2025-02-18,2025-02-23,568,50.0,28400.0
PO002171,S0057,Motor Controller,2025-04-13,2025-04-21,2025-04-25,6219,525.8,3269950.2
PO002172,S0079,Brake Assembly,2025-01-24,2025-03-14,2025-03-17,3946,257.86,1017515.56
PO002173,S0072,Tire,2025-06-23,2025-07-03,2025-07-03,4254,308.59,1312741.86
PO002174,S0028,Sensor,2025-10-27,2025-12-25,2025-12-29,2390,437.93,1046652.7
PO002175,S0089,Motor Controller,2025-06-20,2025-08-09,2025-08-17,1587,186.58,296102.46
PO002176,S0052,Tire,2025-10-26,2025-12-21,2025-12-29,8183,203.09,1661885.47
PO002177,S0052,Tire,2025-09-15,2025-11-10,2025-11-15,2119,599.59,1270531.21
PO002178,S0013,Brake Assembly,2025-07-03,2025-09-19,2025-09-22,8048,42.27,340188.96
PO002179,S0092,Aluminum,2025-09-04,2025-11-09,2025-11-21,8622,237.64,2048932.08
PO002180,S0001,Brake Assembly,2025-10-03,2025-12-04,2025-12-05,5868,366.22,2148978.96
PO002181,S0065,Sensor,2025-06-28,2025-08-16,2025-08-16,5387,387.0,2084769.0
PO002182,S0051,Tire,2025-07-16,2025-08-26,2025-09-01,330,429.67,141791.1
PO002183,S0033,Battery Cell,2025-12-24,2026-03-11,2026-03-11,8469,398.31,3373287.39
PO002184,S0096,Tire,2025-07-01,2025-07-31,2025-08-03,2204,359.36,792029.44
PO002185,S0059,Battery Cell,2025-01-26,2025-03-16,2025-03-24,7262,492.11,3573702.82
PO002186,S0068,Infotainment Unit,2025-05-17,2025-07-12,2025-07-15,6900,428.88,2959272.0
PO002187,S0053,Wiring Harness,2025-06-11,2025-08-31,2025-09-05,5562,237.96,1323533.52
PO002188,S0069,Tire,2025-01-30,2025-02-06,2025-02-16,1749,330.08,577309.92
PO002189,S0030,Infotainment Unit,2025-04-15,2025-05-10,2025-05-14,8401,564.14,4739340.14
PO002190,S0067,Sensor,2025-11-07,2026-01-22,2026-01-26,1720,54.57,93860.4
PO002191,S0033,Battery Cell,2025-03-31,2025-06-16,2025-06-21,8820,554.79,4893247.8
PO002192,S0004,Steel,2025-04-15,2025-04-24,2025-04-26,701,323.52,226787.52
PO002193,S0084,Motor Controller,2025-07-16,2025-08-07,2025-08-07,2678,491.64,1316611.92
PO002194,S0081,Wiring Harness,2025-05-30,2025-08-15,2025-08-21,2589,301.62,780894.18
PO002195,S0057,Motor Controller,2025-06-07,2025-06-15,2025-06-26,5755,397.63,2288360.65
PO002196,S0024,Sensor,2025-02-18,2025-05-12,2025-05-15,7077,256.19,1813056.63
PO002197,S0006,Motor Controller,2025-07-12,2025-08-21,2025-08-28,1657,418.66,693719.62
PO002198,S0027,Wiring Harness,2025-10-18,2025-10-28,2025-10-30,5512,227.24,1252546.88
PO002199,S0012,Steel,2025-12-07,2025-12-17,2025-12-25,2748,559.86,1538495.28
PO002200,S0054,Tire,2025-05-05,2025-05-12,2025-05-12,3445,199.17,686140.65
